nodeName	altName	nodeAttr[nodesPresent, ]
GS1_SS_19210_15201	NA	cornflowerblue
GS1_SS_19215_12952	NA	lightskyblue4
GS1_SS_19220_21528	NA	lightskyblue4
GS1_SS_19225_13971	NA	lavender
GS1_SS_19226_05557	NA	lightskyblue4
GS1_SS_19228_14813	NA	darkviolet
GS1_SS_19234_04169	NA	lavender
GS1_SS_19242_20463	NA	darkviolet
GS1_SS_19244_16957	NA	coral4
GS1_SS_19245_15956	NA	antiquewhite2
GS1_SS_19248_13036	NA	darkseagreen3
GS1_SS_19250_07813	NA	lavender
GS1_SS_19255_10228	NA	plum3
GS1_SS_19258_06737	NA	lavender
GS1_SS_19260_11655	NA	lightskyblue4
GS1_SS_19262_04823	NA	darkviolet
GS1_SS_19263_13773	NA	cornflowerblue
GS1_SS_19265_11162	NA	coral4
GS1_SS_19266_01335	NA	cornflowerblue
GS1_SS_19267_20380	NA	coral4
GS1_SS_19268_18706	NA	coral4
GS1_SS_19272_17659	NA	cornflowerblue
GS1_SS_19280_02635	NA	darkseagreen3
GS1_SS_19286_15434	NA	coral4
GS1_SS_19297_07941	NA	darkviolet
GS1_SS_19300_04887	NA	darkseagreen3
GS1_SS_19308_19839	NA	darkviolet
GS1_SS_19313_11239	NA	lavender
GS1_SS_19315_21720	NA	cornflowerblue
GS1_SS_19332_13163	NA	coral4
GS1_SS_19333_03270	NA	cornflowerblue
GS1_SS_19335_03711	NA	coral4
GS1_SS_19337_12324	NA	blue1
GS1_SS_19343_00431	NA	cornflowerblue
GS1_SS_19346_03039	NA	lavender
GS1_SS_19347_00629	NA	lavender
GS1_SS_19350_08487	NA	blue1
GS1_SS_19358_13455	NA	lavender
GS1_SS_19363_13532	NA	antiquewhite2
GS1_SS_19366_20674	NA	darkviolet
GS1_SS_19370_13414	NA	cornflowerblue
GS1_SS_19372_11301	NA	blue1
GS1_SS_19376_10772	NA	cornflowerblue
GS1_SS_19379_20597	NA	blue1
GS1_SS_19380_11187	NA	lavender
GS1_SS_19386_01582	NA	coral4
GS1_SS_19390_14419	NA	antiquewhite2
GS1_SS_19391_07832	NA	antiquewhite2
GS1_SS_19395_03758	NA	darkviolet
GS1_SS_19396_05047	NA	blue1
GS1_SS_19397_12291	NA	darkviolet
GS1_SS_19401_04378	NA	antiquewhite2
GS1_SS_19403_14533	NA	coral4
GS1_SS_19404_12003	NA	lavender
GS1_SS_19411_13637	NA	antiquewhite2
GS1_SS_19413_16580	NA	darkviolet
GS1_SS_19417_04059	NA	coral4
GS1_SS_19418_13711	NA	cornflowerblue
GS1_SS_19419_16595	NA	lavender
GS1_SS_19427_00129	NA	lightskyblue4
GS1_SS_19429_10323	NA	lightskyblue4
GS1_SS_19430_16533	NA	coral4
GS1_SS_19433_14494	NA	darkviolet
GS1_SS_19435_08455	NA	cornflowerblue
GS1_SS_19437_09171	NA	coral4
GS1_SS_19440_11634	NA	antiquewhite2
GS1_SS_19442_11630	NA	cornflowerblue
GS1_SS_19444_13016	NA	darkviolet
GS1_SS_19446_21517	NA	lavender
GS1_SS_19450_00393	NA	lavender
GS1_SS_19452_10064	NA	lightskyblue4
GS1_SS_19455_04595	NA	cornflowerblue
GS1_SS_19463_14384	NA	cornflowerblue
GS1_SS_19466_04629	NA	coral4
GS1_SS_19469_21692	NA	coral4
GS1_SS_19470_13590	NA	lavender
GS1_SS_19475_07873	NA	coral4
GS1_SS_19478_03211	NA	lavender
GS1_SS_19484_10344	NA	cornflowerblue
GS1_SS_19486_11732	NA	darkseagreen3
GS1_SS_19487_17022	NA	cornflowerblue
GS1_SS_19492_05392	NA	lightskyblue3
GS1_SS_19494_00963	NA	darkviolet
GS1_SS_19498_15716	NA	cornflowerblue
GS1_SS_19502_09728	NA	darkviolet
GS1_SS_19503_00996	NA	darkviolet
GS1_SS_19504_13219	NA	coral4
GS1_SS_19513_02118	NA	darkviolet
GS1_SS_19516_18083	NA	coral4
GS1_SS_19544_12238	NA	coral4
GS1_SS_19552_04518	NA	blue1
GS1_SS_19554_14372	NA	cornflowerblue
GS1_SS_19555_09475	NA	coral4
GS1_SS_19556_05422	NA	antiquewhite2
GS1_SS_19564_14145	NA	cornflowerblue
GS1_SS_19568_16501	NA	lightpink3
GS1_SS_19573_12038	NA	cornflowerblue
GS1_SS_19578_21650	NA	lightpink3
GS1_SS_19582_21271	NA	darkviolet
GS1_SS_19592_13573	NA	blue1
GS1_SS_19596_14408	NA	lightskyblue4
GS1_SS_19597_21465	NA	coral4
GS1_SS_19598_12016	NA	lightskyblue4
GS1_SS_19601_00339	NA	lightskyblue4
GS1_SS_19606_14502	NA	darkviolet
GS1_SS_19610_06699	NA	darkviolet
GS1_SS_19616_11620	NA	cornflowerblue
GS1_SS_19617_10757	NA	darkviolet
GS1_SS_19618_15748	NA	coral4
GS1_SS_19623_17113	NA	cornflowerblue
GS1_SS_19628_09348	NA	cornflowerblue
GS1_SS_19630_19036	NA	darkviolet
GS1_SS_19631_12101	NA	darkviolet
GS1_SS_19632_09187	NA	lavender
GS1_SS_19633_08663	NA	antiquewhite2
GS1_SS_19636_08977	NA	cornflowerblue
GS1_SS_19638_06425	NA	blue1
GS1_SS_19641_12259	NA	darkviolet
GS1_SS_19642_12046	NA	coral4
GS1_SS_19643_04322	NA	lavender
GS1_SS_19648_08277	NA	cornflowerblue
GS1_SS_19654_14095	NA	antiquewhite2
GS1_SS_19658_16929	NA	lavender
GS1_SS_19670_11335	NA	cornflowerblue
GS1_SS_19672_17766	NA	cornflowerblue
GS1_SS_19676_16184	NA	darkviolet
GS1_SS_19678_20080	NA	darkviolet
GS1_SS_19679_19651	NA	lightskyblue4
GS1_SS_19681_18294	NA	lightskyblue4
GS1_SS_19690_19234	NA	darkviolet
GS1_SS_19704_17776	NA	lavender
GS1_SS_19705_13203	NA	lightskyblue4
GS1_SS_19711_12273	NA	blue1
GS1_SS_19713_17588	NA	lightskyblue4
GS1_SS_19715_00763	NA	lavender
GS1_SS_19719_14136	NA	cornflowerblue
GS1_SS_19722_01174	NA	darkviolet
GS1_SS_19723_00266	NA	coral4
GS1_SS_19728_10767	NA	coral4
GS1_SS_19741_19072	NA	lavender
GS1_SS_19746_08550	NA	cornflowerblue
GS1_SS_19750_21639	NA	lavender
GS1_SS_19755_10868	NA	cornflowerblue
GS1_SS_19770_12555	NA	darkviolet
GS1_SS_19780_19931	NA	cornflowerblue
GS1_SS_19784_10342	NA	lavender
GS1_SS_19793_19288	NA	cornflowerblue
GS1_SS_19798_13246	NA	cornflowerblue
GS1_SS_19802_11519	NA	blue1
GS1_SS_19810_08338	NA	lightskyblue4
GS1_SS_19818_19969	NA	blue1
GS1_SS_19820_09213	NA	coral4
GS1_SS_19821_14557	NA	darkviolet
GS1_SS_19837_06228	NA	darkviolet
GS1_SS_19841_21485	NA	cornflowerblue
GS1_SS_19844_10541	NA	coral4
GS1_SS_19851_18640	NA	cornflowerblue
GS1_SS_19854_12387	NA	cornflowerblue
GS1_SS_19855_18301	NA	darkviolet
GS1_SS_19861_12883	NA	darkviolet
GS1_SS_19870_19090	NA	lightskyblue4
GS1_SS_19879_08480	NA	coral4
GS1_SS_19893_07143	NA	lightskyblue4
GS1_SS_19895_04584	NA	coral4
GS1_SS_19896_02505	NA	cornflowerblue
GS1_SS_19901_16401	NA	lavender
GS1_SS_19904_14962	NA	lightskyblue4
GS1_SS_19906_20593	NA	lavender
GS1_SS_19911_19392	NA	lavender
GS1_SS_19918_18280	NA	lavender
GS1_SS_19920_13306	NA	darkviolet
GS1_SS_19929_18938	NA	lightskyblue4
GS1_SS_19933_16626	NA	blue1
GS1_SS_19937_15415	NA	coral4
GS1_SS_19948_09994	NA	lightskyblue4
GS1_SS_19960_18997	NA	lightskyblue4
GS1_SS_19965_14522	NA	cornflowerblue
GS1_SS_19974_14939	NA	darkviolet
GS1_SS_19975_06045	NA	cornflowerblue
GS1_SS_19983_11003	NA	lightskyblue4
GS1_SS_19985_11025	NA	blue1
GS1_SS_19986_16287	NA	blue1
GS1_SS_19989_11843	NA	lightpink3
GS1_SS_19990_11838	NA	coral4
GS1_SS_19998_04413	NA	lavender
GS1_SS_20005_10122	NA	cornflowerblue
GS1_SS_20007_09791	NA	lightskyblue4
GS1_SS_20008_20516	NA	darkseagreen3
GS1_SS_20018_14411	NA	cornflowerblue
GS1_SS_20020_13566	NA	coral4
GS1_SS_20028_01063	NA	lightskyblue4
GS1_SS_20039_16371	NA	blue1
GS1_SS_20042_11537	NA	darkviolet
GS1_SS_20043_09144	NA	darkviolet
GS1_SS_20046_11738	NA	coral4
GS1_SS_20052_11289	NA	coral4
GS1_SS_20053_14184	NA	darkviolet
GS1_SS_20054_11197	NA	lavender
GS1_SS_20067_01031	NA	antiquewhite2
GS1_SS_20068_10354	NA	antiquewhite4
GS1_SS_20075_02432	NA	darkviolet
GS1_SS_20087_08494	NA	lavender
GS1_SS_20093_10204	NA	darkviolet
GS1_SS_20101_12023	NA	coral4
GS1_SS_20102_13794	NA	lavender
GS1_SS_20103_09783	NA	antiquewhite2
GS1_SS_20106_02468	NA	cornflowerblue
GS1_SS_20109_21825	NA	cornflowerblue
GS1_SS_20111_03589	NA	cornflowerblue
GS1_SS_20112_11767	NA	lavender
GS1_SS_20113_20733	NA	cornflowerblue
GS1_SS_20115_21508	NA	lightskyblue4
GS1_SS_20131_12507	NA	darkviolet
GS1_SS_20140_08352	NA	lavender
GS1_SS_20142_12100	NA	lavender
GS1_SS_20157_14564	NA	cornflowerblue
GS1_SS_20164_06234	NA	cornflowerblue
GS1_SS_20176_10310	NA	cornflowerblue
GS1_SS_20184_12006	NA	lavender
GS1_SS_20201_04947	NA	cornflowerblue
GS1_SS_20204_14968	NA	darkviolet
GS1_SS_20207_11481	NA	cornflowerblue
GS1_SS_20208_14011	NA	lavender
GS1_SS_20215_12139	NA	lavender
GS1_SS_20217_07074	NA	lightskyblue4
GS1_SS_20223_19178	NA	lavender
GS1_SS_20227_07885	NA	lavender
GS1_SS_20234_05842	NA	coral4
GS1_SS_20241_11177	NA	lavender
GS1_SS_20249_15006	NA	blue1
GS1_SS_20250_16409	NA	cornflowerblue
GS1_SS_20252_11881	NA	lavender
GS1_SS_20253_14195	NA	darkviolet
GS1_SS_20271_16487	NA	darkviolet
GS1_SS_20275_00516	NA	lavender
GS1_SS_20280_03011	NA	lavender
GS1_SS_20281_12127	NA	cornflowerblue
GS1_SS_20285_01633	NA	darkviolet
GS1_SS_20299_16172	NA	darkviolet
GS1_SS_20300_05288	NA	cornflowerblue
GS1_SS_20304_14489	NA	cornflowerblue
GS1_SS_20309_10832	NA	darkviolet
GS1_SS_20310_14140	NA	darkviolet
GS1_SS_20318_09432	NA	cornflowerblue
GS1_SS_20319_21785	NA	lavender
GS1_SS_20321_10205	NA	darkviolet
GS1_SS_20330_05415	NA	cornflowerblue
GS1_SS_20351_02737	NA	cornflowerblue
GS1_SS_20356_04188	NA	cornflowerblue
GS1_SS_20357_15309	NA	cornflowerblue
GS1_SS_20360_09819	NA	blue1
GS1_SS_20361_09400	NA	darkviolet
GS1_SS_20363_19225	NA	antiquewhite4
GS1_SS_20365_15854	NA	lavender
GS1_SS_20367_16549	NA	blue1
GS1_SS_20368_12863	NA	darkseagreen3
GS1_SS_20374_11422	NA	cornflowerblue
GS1_SS_20375_11506	NA	lightskyblue4
GS1_SS_20382_02928	NA	darkviolet
GS1_SS_20383_12456	NA	lightskyblue4
GS1_SS_20391_11590	NA	antiquewhite2
GS1_SS_20392_09558	NA	coral4
GS1_SS_20396_16135	NA	cornflowerblue
GS1_SS_20401_12360	NA	lavender
GS1_SS_20404_02424	NA	antiquewhite4
GS1_SS_20411_07583	NA	lightpink3
GS1_SS_20417_10887	NA	lavender
GS1_SS_20421_10365	NA	lavender
GS1_SS_20427_13157	NA	coral4
GS1_SS_20429_09669	NA	darkviolet
GS1_SS_20432_08284	NA	darkviolet
GS1_SS_20433_17821	NA	cornflowerblue
GS1_SS_20434_12018	NA	lavender
GS1_SS_20446_17269	NA	coral4
GS1_SS_20454_17933	NA	darkviolet
GS1_SS_20456_08248	NA	lightskyblue4
GS1_SS_20464_19934	NA	darkviolet
GS1_SS_20466_08725	NA	darkviolet
GS1_SS_20469_10163	NA	cornflowerblue
GS1_SS_20470_16125	NA	lavender
GS1_SS_20471_15467	NA	lavender
GS1_SS_20473_17303	NA	lightpink3
GS1_SS_20478_03841	NA	lavender
GS1_SS_20486_10400	NA	lightskyblue4
GS1_SS_20492_15481	NA	cornflowerblue
GS1_SS_20494_09362	NA	coral4
GS1_SS_20495_13104	NA	cornflowerblue
GS1_SS_20500_10844	NA	coral4
GS1_SS_20506_06838	NA	darkviolet
GS1_SS_20512_19971	NA	antiquewhite2
GS1_SS_20516_12022	NA	coral4
GS1_SS_20518_13012	NA	blue1
GS1_SS_20522_07380	NA	cornflowerblue
GS1_SS_20523_09708	NA	cornflowerblue
GS1_SS_20527_11352	NA	blue1
GS1_SS_20530_05723	NA	darkviolet
GS1_SS_20533_20405	NA	lavender
GS1_SS_20534_09024	NA	darkviolet
GS1_SS_20535_10979	NA	lavender
GS1_SS_20536_03632	NA	coral4
GS1_SS_20538_10803	NA	cornflowerblue
GS1_SS_20539_10112	NA	lavender
GS1_SS_20543_01182	NA	lightpink3
GS1_SS_20546_14771	NA	coral4
GS1_SS_20578_10954	NA	blue1
GS1_SS_20580_01811	NA	cornflowerblue
GS1_SS_20582_14484	NA	blue1
GS1_SS_20586_02648	NA	plum3
GS1_SS_20592_09548	NA	coral4
GS1_SS_20595_09808	NA	blue1
GS1_SS_20596_19817	NA	lightskyblue4
GS1_SS_20600_18528	NA	lavender
GS1_SS_20605_11929	NA	lightskyblue4
GS1_SS_20606_04086	NA	lightskyblue4
GS1_SS_20607_10899	NA	darkviolet
GS1_SS_20609_12191	NA	darkviolet
GS1_SS_20612_08405	NA	lavender
GS1_SS_20614_02562	NA	blue1
GS1_SS_20628_14376	NA	darkviolet
GS1_SS_20632_04953	NA	coral4
GS1_SS_20635_11380	NA	antiquewhite2
GS1_SS_20638_10311	NA	cornflowerblue
GS1_SS_20641_16961	NA	coral4
GS1_SS_20643_16126	NA	antiquewhite2
GS1_SS_20644_02381	NA	cornflowerblue
GS1_SS_20645_01924	NA	lightskyblue4
GS1_SS_20655_11365	NA	lavender
GS1_SS_20656_20669	NA	lavender
GS1_SS_20665_03213	NA	antiquewhite2
GS1_SS_20667_08767	NA	cornflowerblue
GS1_SS_20668_13978	NA	darkviolet
GS1_SS_20669_19716	NA	lightskyblue4
GS1_SS_20670_14867	NA	lightskyblue4
GS1_SS_20672_01501	NA	darkseagreen3
GS1_SS_20675_19867	NA	antiquewhite2
GS1_SS_20676_18261	NA	cornflowerblue
GS1_SS_20679_11643	NA	lavender
GS1_SS_20687_05785	NA	darkviolet
GS1_SS_20692_12177	NA	lavender
GS1_SS_20696_01075	NA	blue1
GS1_SS_20698_16228	NA	lightskyblue4
GS1_SS_20701_12848	NA	lavender
GS1_SS_20706_13451	NA	coral4
GS1_SS_20707_06852	NA	lavender
GS1_SS_20709_16525	NA	cornflowerblue
GS1_SS_20711_15725	NA	lavender
GS1_SS_20712_14277	NA	blue1
GS1_SS_20714_09546	NA	lavender
GS1_SS_20720_00608	NA	lavender
GS1_SS_20724_12658	NA	darkseagreen3
GS1_SS_20748_08884	NA	coral4
GS1_SS_20758_08309	NA	coral4
GS1_SS_20762_13543	NA	blue1
GS1_SS_20773_20381	NA	lavender
GS1_SS_20778_12196	NA	lavender
GS1_SS_20789_19891	NA	blue1
GS1_SS_20795_09499	NA	darkviolet
GS1_SS_20796_12242	NA	cornflowerblue
GS1_SS_20798_09429	NA	lavender
GS1_SS_20800_16176	NA	cornflowerblue
GS1_SS_20801_11337	NA	lavender
GS1_SS_20806_01836	NA	cornflowerblue
GS1_SS_20811_03639	NA	darkviolet
GS1_SS_20813_10423	NA	darkviolet
GS1_SS_20816_04573	NA	antiquewhite4
GS1_SS_20817_03154	NA	cornflowerblue
GS1_SS_20821_01890	NA	antiquewhite2
GS1_SS_20826_13221	NA	cornflowerblue
GS1_SS_20830_21606	NA	cornflowerblue
GS1_SS_20831_03093	NA	darkviolet
GS1_SS_20832_09141	NA	darkviolet
GS1_SS_20834_11911	NA	cornflowerblue
GS1_SS_20838_09212	NA	coral4
GS1_SS_20839_19879	NA	blue1
GS1_SS_20840_06535	NA	cornflowerblue
GS1_SS_20846_07810	NA	cornflowerblue
GS1_SS_20850_18571	NA	lavender
GS1_SS_20851_03446	NA	plum3
GS1_SS_20853_14362	NA	cornflowerblue
GS1_SS_20855_03629	NA	cornflowerblue
GS1_SS_20866_19468	NA	antiquewhite2
GS1_SS_20868_01696	NA	cornflowerblue
GS1_SS_20871_10794	NA	cornflowerblue
GS1_SS_20873_13790	NA	cornflowerblue
GS1_SS_20877_20952	NA	darkviolet
GS1_SS_20880_05341	NA	cornflowerblue
GS1_SS_20889_00502	NA	lavender
GS1_SS_20894_09358	NA	lavender
GS1_SS_20903_10399	NA	lavender
GS1_SS_20910_09042	NA	lightskyblue4
GS1_SS_20911_16916	NA	darkviolet
GS1_SS_20913_17199	NA	coral4
GS1_SS_20914_01736	NA	cornflowerblue
GS1_SS_20918_10923	NA	darkviolet
GS1_SS_20923_08702	NA	lavender
GS1_SS_20929_04340	NA	darkseagreen3
GS1_SS_20936_11367	NA	cornflowerblue
GS1_SS_20937_05036	NA	darkviolet
GS1_SS_20940_03678	NA	cornflowerblue
GS1_SS_20941_20085	NA	darkviolet
GS1_SS_20944_13070	NA	darkseagreen3
GS1_SS_20954_20852	NA	lavender
GS1_SS_20960_09216	NA	cornflowerblue
GS1_SS_20963_10360	NA	cornflowerblue
GS1_SS_20964_13988	NA	coral4
GS1_SS_20966_15439	NA	darkviolet
GS1_SS_20968_00485	NA	darkviolet
GS1_SS_20969_18592	NA	cornflowerblue
GS1_SS_20985_08678	NA	blue1
GS1_SS_20989_08676	NA	lightskyblue4
GS1_SS_20990_11584	NA	cornflowerblue
GS1_SS_21000_12377	NA	cornflowerblue
GS1_SS_21006_16213	NA	lavender
GS1_SS_21007_11942	NA	lavender
GS1_SS_21012_21653	NA	cornflowerblue
GS1_SS_21013_13643	NA	lavender
GS1_SS_21025_01121	NA	lightskyblue4
GS1_SS_21029_14125	NA	cornflowerblue
GS1_SS_21031_20931	NA	coral4
GS1_SS_21034_04042	NA	cornflowerblue
GS1_SS_21038_12609	NA	coral4
GS1_SS_21039_13939	NA	coral4
GS1_SS_21044_15038	NA	cornflowerblue
GS1_SS_21048_09168	NA	lavender
GS1_SS_21050_15479	NA	lavender
GS1_SS_21051_11509	NA	cornflowerblue
GS1_SS_21052_21434	NA	coral4
GS1_SS_21054_09848	NA	blue1
GS1_SS_21055_20396	NA	lavender
GS1_SS_21057_15389	NA	coral4
GS1_SS_21063_10000	NA	cornflowerblue
GS1_SS_21069_17007	NA	blue1
GS1_SS_21082_07421	NA	coral4
GS1_SS_21091_12293	NA	cornflowerblue
GS1_SS_21096_02289	NA	lavender
GS1_SS_21101_19102	NA	darkviolet
GS1_SS_21103_04526	NA	lavender
GS1_SS_21106_10603	NA	lavender
GS1_SS_21110_14449	NA	darkviolet
GS1_SS_21112_10389	NA	lightskyblue4
GS1_SS_21113_11215	NA	blue1
GS1_SS_21117_11947	NA	blue1
GS1_SS_21124_13057	NA	blue1
GS1_SS_21126_19332	NA	darkviolet
GS1_SS_21129_03304	NA	lightskyblue4
GS1_SS_21134_14242	NA	coral4
GS1_SS_21138_16019	NA	lightskyblue4
GS1_SS_21139_20692	NA	blue1
GS1_SS_21149_04523	NA	cornflowerblue
GS1_SS_21154_11017	NA	lavender
GS1_SS_21156_12702	NA	darkviolet
GS1_SS_21157_11037	NA	darkviolet
GS1_SS_21159_09685	NA	cornflowerblue
GS1_SS_21165_16268	NA	darkviolet
GS1_SS_21168_18055	NA	darkviolet
GS1_SS_21175_11485	NA	darkviolet
GS1_SS_21176_12627	NA	coral4
GS1_SS_21178_19151	NA	lightskyblue4
GS1_SS_21179_13226	NA	coral4
GS1_SS_21181_05444	NA	darkviolet
GS1_SS_21194_04558	NA	lavender
GS1_SS_21197_12250	NA	coral4
GS1_SS_21199_20863	NA	lavender
GS1_SS_21208_08965	NA	cornflowerblue
GS1_SS_21211_20232	NA	lavender
GS1_SS_21212_14102	NA	antiquewhite2
GS1_SS_21219_02613	NA	lavender
GS1_SS_21222_07213	NA	coral4
GS1_SS_21223_13146	NA	cornflowerblue
GS1_SS_21224_18048	NA	darkviolet
GS1_SS_21226_14230	NA	coral4
GS1_SS_21227_10963	NA	coral4
GS1_SS_21238_04759	NA	darkviolet
GS1_SS_21243_12429	NA	darkviolet
GS1_SS_21244_17650	NA	coral4
GS1_SS_21246_12381	NA	lavender
GS1_SS_21247_19903	NA	lavender
GS1_SS_21263_19003	NA	lavender
GS1_SS_21269_12908	NA	cornflowerblue
GS1_SS_21272_02348	NA	darkviolet
GS1_SS_21273_17968	NA	coral4
GS1_SS_21279_01326	NA	cornflowerblue
GS1_SS_21281_02168	NA	darkviolet
GS1_SS_21282_12841	NA	lavender
GS1_SS_21288_20125	NA	coral4
GS1_SS_21294_18041	NA	cornflowerblue
GS1_SS_21297_16282	NA	coral4
GS1_SS_21298_12070	NA	blue1
GS1_SS_21299_14344	NA	cornflowerblue
GS1_SS_21302_11034	NA	coral4
GS1_SS_21315_12989	NA	lavender
GS1_SS_21320_04282	NA	lavender
GS1_SS_21335_05748	NA	cornflowerblue
GS1_SS_21340_05508	NA	coral4
GS1_SS_21342_01897	NA	lightskyblue4
GS1_SS_21351_13641	NA	lightskyblue4
GS1_SS_21352_13667	NA	darkviolet
GS1_SS_21354_07235	NA	lavender
GS1_SS_21356_20703	NA	coral4
GS1_SS_21359_15019	NA	darkviolet
GS1_SS_21369_17917	NA	coral4
GS1_SS_21373_09469	NA	coral4
GS1_SS_21375_13261	NA	cornflowerblue
GS1_SS_21393_10015	NA	lavender
GS1_SS_21395_04311	NA	lavender
GS1_SS_21396_20033	NA	darkviolet
GS1_SS_21397_00902	NA	cornflowerblue
GS1_SS_21398_12990	NA	coral4
GS1_SS_21400_13182	NA	darkviolet
GS1_SS_21401_02450	NA	cornflowerblue
GS1_SS_21403_20239	NA	plum3
GS1_SS_21405_10656	NA	cornflowerblue
GS1_SS_21407_20953	NA	cornflowerblue
GS1_SS_21408_05254	NA	lavender
GS1_SS_21415_15674	NA	darkviolet
GS1_SS_21425_09655	NA	coral4
GS1_SS_21427_02842	NA	cornflowerblue
GS1_SS_21431_12822	NA	lavender
GS1_SS_21432_10209	NA	cornflowerblue
GS1_SS_21439_02591	NA	coral4
GS1_SS_21446_11552	NA	cornflowerblue
GS1_SS_21449_18655	NA	darkviolet
GS1_SS_21450_08518	NA	antiquewhite2
GS1_SS_21452_13882	NA	cornflowerblue
GS1_SS_21454_10435	NA	coral4
GS1_SS_21458_04985	NA	coral4
GS1_SS_21472_09691	NA	antiquewhite2
GS1_SS_21473_12042	NA	lavender
GS1_SS_21475_09258	NA	coral4
GS1_SS_21476_09815	NA	coral4
GS1_SS_21482_04940	NA	darkviolet
GS1_SS_21483_17693	NA	darkviolet
GS1_SS_21484_14406	NA	darkviolet
GS1_SS_21493_07127	NA	antiquewhite2
GS1_SS_21495_12418	NA	cornflowerblue
GS1_SS_21500_07274	NA	lavender
GS1_SS_21505_05931	NA	blue1
GS1_SS_21507_03525	NA	lightskyblue4
GS1_SS_21516_12060	NA	lavender
GS1_SS_21526_15823	NA	cornflowerblue
GS1_SS_21529_08489	NA	cornflowerblue
GS1_SS_21531_21847	NA	blue1
GS1_SS_21535_16605	NA	darkviolet
GS1_SS_21539_13681	NA	blue1
GS1_SS_21544_03818	NA	cornflowerblue
GS1_SS_21550_17816	NA	darkviolet
GS1_SS_21551_03540	NA	lavender
GS1_SS_21554_11267	NA	darkviolet
GS1_SS_21556_10554	NA	blue1
GS1_SS_21557_10314	NA	antiquewhite4
GS1_SS_21559_02114	NA	darkviolet
GS1_SS_21562_12985	NA	lightskyblue4
GS1_SS_21566_04635	NA	darkviolet
GS1_SS_21570_13445	NA	cornflowerblue
GS1_SS_21573_13191	NA	blue1
GS1_SS_21574_08543	NA	darkviolet
GS1_SS_21590_10025	NA	lightskyblue4
GS1_SS_21592_10392	NA	darkviolet
GS1_SS_21601_16766	NA	cornflowerblue
GS1_SS_21603_16589	NA	cornflowerblue
GS1_SS_21604_16651	NA	lightskyblue4
GS1_SS_21613_20193	NA	coral4
GS1_SS_21614_21828	NA	blue1
GS1_SS_21616_10155	NA	cornflowerblue
GS1_SS_21618_08343	NA	darkviolet
GS1_SS_21621_05656	NA	darkviolet
GS1_SS_21626_09556	NA	cornflowerblue
GS1_SS_21628_07750	NA	cornflowerblue
GS1_SS_21629_15054	NA	darkviolet
GS1_SS_21631_19677	NA	coral4
GS1_SS_21637_11589	NA	lavender
GS1_SS_21641_04853	NA	darkviolet
GS1_SS_21642_13400	NA	lavender
GS1_SS_21644_19553	NA	coral4
GS1_SS_21645_14520	NA	darkviolet
GS1_SS_21646_20003	NA	lavender
GS1_SS_21648_07180	NA	lavender
GS1_SS_21651_02102	NA	cornflowerblue
GS1_SS_21658_09455	NA	cornflowerblue
GS1_SS_21660_01183	NA	cornflowerblue
GS1_SS_21664_05623	NA	lavender
GS1_SS_21665_13703	NA	antiquewhite2
GS1_SS_21667_00904	NA	cornflowerblue
GS1_SS_21668_13579	NA	cornflowerblue
GS1_SS_21670_05762	NA	darkseagreen3
GS1_SS_21675_17116	NA	darkviolet
GS1_SS_21678_12812	NA	blue1
GS1_SS_21681_02806	NA	lavender
GS1_SS_21683_10249	NA	darkviolet
GS1_SS_21685_05345	NA	cornflowerblue
GS1_SS_21691_05800	NA	darkviolet
GS1_SS_21693_10478	NA	cornflowerblue
GS1_SS_21695_20802	NA	cornflowerblue
GS1_SS_21697_10367	NA	cornflowerblue
GS1_SS_21699_19767	NA	antiquewhite2
GS1_SS_21712_14622	NA	lightskyblue4
GS1_SS_21713_08967	NA	lavender
GS1_SS_21716_17695	NA	blue1
GS1_SS_21721_04822	NA	coral4
GS1_SS_21723_18934	NA	coral4
GS1_SS_21724_04228	NA	lavender
GS1_SS_21725_17316	NA	cornflowerblue
GS1_SS_21726_13567	NA	coral4
GS1_SS_21727_01357	NA	lavender
GS1_SS_21728_18197	NA	lightskyblue4
GS1_SS_21729_12169	NA	lightskyblue4
GS1_SS_21734_11905	NA	cornflowerblue
GS1_SS_21737_08358	NA	coral4
GS1_SS_21742_03261	NA	cornflowerblue
GS1_SS_21746_03209	NA	lightskyblue3
GS1_SS_21748_12305	NA	lavender
GS1_SS_21749_18069	NA	coral4
GS1_SS_21752_11739	NA	cornflowerblue
GS1_SS_21758_03852	NA	cornflowerblue
GS1_SS_21759_07944	NA	coral4
GS1_SS_21766_20505	NA	cornflowerblue
GS1_SS_21769_13909	NA	blue1
GS1_SS_21772_14730	NA	darkviolet
GS1_SS_21780_13232	NA	lavender
GS1_SS_21786_18945	NA	darkviolet
GS1_SS_21788_18836	NA	coral4
GS1_SS_21790_21400	NA	darkviolet
GS1_SS_21798_13753	NA	cornflowerblue
GS1_SS_21801_16794	NA	coral4
GS1_SS_21803_11588	NA	darkviolet
GS1_SS_21812_05109	NA	darkviolet
GS1_SS_21814_09870	NA	lavender
GS1_SS_21815_19726	NA	lightskyblue4
GS1_SS_21826_09016	NA	coral4
GS1_SS_21828_09871	NA	blue1
GS1_SS_21829_08740	NA	darkviolet
GS1_SS_21830_11558	NA	darkviolet
GS1_SS_21831_05430	NA	darkviolet
GS1_SS_21836_10558	NA	blue1
GS1_SS_21837_15036	NA	lavender
GS1_SS_21840_02075	NA	lavender
