nodeName	altName	nodeAttr[nodesPresent, ]
GS1_SS_09080_15782	NA	lavender
GS1_SS_09090_11554	NA	coral4
GS1_SS_09097_21800	NA	coral4
GS1_SS_09101_10007	NA	cornflowerblue
GS1_SS_09106_14990	NA	lightskyblue4
GS1_SS_09108_09869	NA	cornflowerblue
GS1_SS_09110_10359	NA	coral4
GS1_SS_09111_17690	NA	coral4
GS1_SS_09115_13618	NA	antiquewhite2
GS1_SS_09116_08112	NA	cornflowerblue
GS1_SS_09119_19261	NA	lavender
GS1_SS_09123_10109	NA	coral4
GS1_SS_09124_09369	NA	cornflowerblue
GS1_SS_09125_19079	NA	blue1
GS1_SS_09140_10175	NA	darkviolet
GS1_SS_09141_08833	NA	antiquewhite2
GS1_SS_09144_13278	NA	lavender
GS1_SS_09145_07321	NA	darkviolet
GS1_SS_09148_18433	NA	blue1
GS1_SS_09152_05776	NA	lightskyblue4
GS1_SS_09155_12563	NA	coral4
GS1_SS_09158_13162	NA	lavender
GS1_SS_09162_05519	NA	cornflowerblue
GS1_SS_09168_09550	NA	lightskyblue4
GS1_SS_09172_03949	NA	darkviolet
GS1_SS_09173_13309	NA	darkviolet
GS1_SS_09175_16231	NA	darkviolet
GS1_SS_09176_13803	NA	darkviolet
GS1_SS_09183_14485	NA	lavender
GS1_SS_09185_13837	NA	lightskyblue4
GS1_SS_09190_11955	NA	coral4
GS1_SS_09191_13552	NA	cornflowerblue
GS1_SS_09204_00468	NA	cornflowerblue
GS1_SS_09206_13602	NA	lavender
GS1_SS_09210_17771	NA	lavender
GS1_SS_09213_15779	NA	blue1
GS1_SS_09218_13392	NA	darkviolet
GS1_SS_09226_11979	NA	lightskyblue4
GS1_SS_09227_11498	NA	darkviolet
GS1_SS_09229_20221	NA	lavender
GS1_SS_09235_10547	NA	lavender
GS1_SS_09239_08731	NA	cornflowerblue
GS1_SS_09241_18534	NA	cornflowerblue
GS1_SS_09242_19605	NA	cornflowerblue
GS1_SS_09243_03150	NA	lightskyblue4
GS1_SS_09245_02473	NA	cornflowerblue
GS1_SS_09257_19094	NA	lightskyblue4
GS1_SS_09262_16679	NA	cornflowerblue
GS1_SS_09266_11394	NA	cornflowerblue
GS1_SS_09268_08921	NA	cornflowerblue
GS1_SS_09269_00890	NA	blue1
GS1_SS_09270_07326	NA	darkseagreen3
GS1_SS_09272_20722	NA	coral4
GS1_SS_09273_10045	NA	antiquewhite2
GS1_SS_09278_14784	NA	lavender
GS1_SS_09285_15642	NA	cornflowerblue
GS1_SS_09286_07844	NA	coral4
GS1_SS_09289_01605	NA	lightskyblue4
GS1_SS_09291_11032	NA	cornflowerblue
GS1_SS_09301_01396	NA	antiquewhite2
GS1_SS_09307_13110	NA	cornflowerblue
GS1_SS_09309_17973	NA	cornflowerblue
GS1_SS_09310_09944	NA	darkviolet
GS1_SS_09315_08717	NA	lavender
GS1_SS_09317_09731	NA	darkviolet
GS1_SS_09318_11291	NA	lavender
GS1_SS_09323_11790	NA	coral4
GS1_SS_09331_09763	NA	cornflowerblue
GS1_SS_09334_14925	NA	darkviolet
GS1_SS_09339_06300	NA	blue1
GS1_SS_09340_02282	NA	lavender
GS1_SS_09342_06996	NA	antiquewhite2
GS1_SS_09348_02978	NA	cornflowerblue
GS1_SS_09352_11812	NA	darkviolet
GS1_SS_09354_12815	NA	darkviolet
GS1_SS_09355_11079	NA	darkviolet
GS1_SS_09358_02863	NA	darkviolet
GS1_SS_09362_05645	NA	cornflowerblue
GS1_SS_09368_15859	NA	darkviolet
GS1_SS_09376_19080	NA	cornflowerblue
GS1_SS_09379_13754	NA	grey
GS1_SS_09389_18091	NA	lavender
GS1_SS_09390_10688	NA	darkviolet
GS1_SS_09393_12844	NA	lightskyblue4
GS1_SS_09399_09164	NA	blue1
GS1_SS_09407_17405	NA	cornflowerblue
GS1_SS_09408_20522	NA	blue1
GS1_SS_09411_21654	NA	blue1
GS1_SS_09418_18966	NA	lightskyblue4
GS1_SS_09419_00104	NA	cornflowerblue
GS1_SS_09420_09472	NA	coral4
GS1_SS_09423_09056	NA	lavender
GS1_SS_09424_13691	NA	lightskyblue4
GS1_SS_09426_21816	NA	coral4
GS1_SS_09430_02023	NA	lavender
GS1_SS_09446_13751	NA	cornflowerblue
GS1_SS_09447_05848	NA	lavender
GS1_SS_09450_14696	NA	lavender
GS1_SS_09451_08780	NA	blue1
GS1_SS_09452_17912	NA	antiquewhite4
GS1_SS_09456_20935	NA	darkviolet
GS1_SS_09457_03794	NA	coral4
GS1_SS_09461_16774	NA	cornflowerblue
GS1_SS_09462_11900	NA	antiquewhite2
GS1_SS_09463_20056	NA	coral4
GS1_SS_09465_19731	NA	lavender
GS1_SS_09466_11831	NA	lightskyblue4
GS1_SS_09467_09511	NA	darkviolet
GS1_SS_09468_16856	NA	darkviolet
GS1_SS_09469_02149	NA	cornflowerblue
GS1_SS_09471_20639	NA	lightskyblue4
GS1_SS_09478_02485	NA	darkviolet
GS1_SS_09480_02484	NA	coral4
GS1_SS_09483_15743	NA	lightskyblue4
GS1_SS_09485_15868	NA	lightskyblue4
GS1_SS_09494_12539	NA	cornflowerblue
GS1_SS_09507_21730	NA	lavender
GS1_SS_09508_21559	NA	antiquewhite4
GS1_SS_09511_07027	NA	darkviolet
GS1_SS_09516_12063	NA	lavender
GS1_SS_09518_08812	NA	darkviolet
GS1_SS_09519_08739	NA	cornflowerblue
GS1_SS_09521_15963	NA	blue1
GS1_SS_09525_10259	NA	cornflowerblue
GS1_SS_09526_12818	NA	coral4
GS1_SS_09528_09215	NA	cornflowerblue
GS1_SS_09534_01509	NA	coral4
GS1_SS_09535_04533	NA	lavender
GS1_SS_09536_13664	NA	lightskyblue4
GS1_SS_09538_18458	NA	darkviolet
GS1_SS_09544_14319	NA	lavender
GS1_SS_09545_10262	NA	cornflowerblue
GS1_SS_09546_13291	NA	coral4
GS1_SS_09551_11209	NA	coral4
GS1_SS_09555_20185	NA	cornflowerblue
GS1_SS_09559_13546	NA	darkviolet
GS1_SS_09561_13065	NA	antiquewhite2
GS1_SS_09564_12272	NA	cornflowerblue
GS1_SS_09565_20773	NA	cornflowerblue
GS1_SS_09566_08962	NA	darkviolet
GS1_SS_09568_10302	NA	coral4
GS1_SS_09570_19020	NA	blue1
GS1_SS_09571_15999	NA	cornflowerblue
GS1_SS_09572_11377	NA	darkviolet
GS1_SS_09573_15336	NA	cornflowerblue
GS1_SS_09575_15878	NA	darkviolet
GS1_SS_09576_21512	NA	cornflowerblue
GS1_SS_09578_12421	NA	lightskyblue4
GS1_SS_09584_07916	NA	lavender
GS1_SS_09586_01537	NA	darkviolet
GS1_SS_09587_09094	NA	coral4
GS1_SS_09589_19425	NA	darkviolet
GS1_SS_09590_12831	NA	cornflowerblue
GS1_SS_09592_13347	NA	coral4
GS1_SS_09595_11796	NA	cornflowerblue
GS1_SS_09597_09044	NA	lightskyblue4
GS1_SS_09599_12166	NA	cornflowerblue
GS1_SS_09610_06203	NA	cornflowerblue
GS1_SS_09611_07688	NA	cornflowerblue
GS1_SS_09613_05821	NA	lightskyblue4
GS1_SS_09614_09565	NA	antiquewhite2
GS1_SS_09617_11828	NA	coral4
GS1_SS_09619_03515	NA	cornflowerblue
GS1_SS_09620_01141	NA	lavender
GS1_SS_09621_13088	NA	cornflowerblue
GS1_SS_09623_09637	NA	lightskyblue4
GS1_SS_09630_10026	NA	lavender
GS1_SS_09632_00442	NA	lightpink3
GS1_SS_09634_16012	NA	darkviolet
GS1_SS_09635_12159	NA	darkviolet
GS1_SS_09636_14482	NA	lavender
GS1_SS_09637_01035	NA	lightskyblue4
GS1_SS_09638_16056	NA	lavender
GS1_SS_09639_06668	NA	lavender
GS1_SS_09644_06666	NA	lavender
GS1_SS_09647_07034	NA	lavender
GS1_SS_09657_13941	NA	blue1
GS1_SS_09658_16140	NA	coral4
GS1_SS_09659_12062	NA	blue1
GS1_SS_09660_14229	NA	lightskyblue4
GS1_SS_09662_14466	NA	cornflowerblue
GS1_SS_09668_10475	NA	coral4
GS1_SS_09669_08061	NA	darkviolet
GS1_SS_09680_10470	NA	coral4
GS1_SS_09683_10298	NA	coral4
GS1_SS_09696_02235	NA	lavender
GS1_SS_09697_19898	NA	darkviolet
GS1_SS_09703_02795	NA	darkviolet
GS1_SS_09711_14019	NA	lavender
GS1_SS_09714_09609	NA	coral4
GS1_SS_09721_18535	NA	lavender
GS1_SS_09723_12843	NA	lavender
GS1_SS_09725_01113	NA	darkviolet
GS1_SS_09730_17182	NA	lightskyblue4
GS1_SS_09734_10486	NA	cornflowerblue
GS1_SS_09745_04700	NA	darkviolet
GS1_SS_09746_21777	NA	lightpink3
GS1_SS_09748_13823	NA	lavender
GS1_SS_09749_16325	NA	coral4
GS1_SS_09750_08995	NA	coral4
GS1_SS_09756_10063	NA	darkviolet
GS1_SS_09761_19936	NA	blue1
GS1_SS_09769_21010	NA	lavender
GS1_SS_09770_14718	NA	lavender
GS1_SS_09772_04660	NA	cornflowerblue
GS1_SS_09774_18416	NA	cornflowerblue
GS1_SS_09780_04850	NA	cornflowerblue
GS1_SS_09791_01498	NA	blue1
GS1_SS_09792_10402	NA	lavender
GS1_SS_09795_12140	NA	darkseagreen3
GS1_SS_09798_11008	NA	darkviolet
GS1_SS_09799_06705	NA	coral4
GS1_SS_09804_18695	NA	coral4
GS1_SS_09807_01792	NA	cornflowerblue
GS1_SS_09811_00197	NA	cornflowerblue
GS1_SS_09813_02809	NA	lightskyblue4
GS1_SS_09817_18375	NA	coral4
GS1_SS_09818_13997	NA	cornflowerblue
GS1_SS_09819_11587	NA	cornflowerblue
GS1_SS_09821_09781	NA	coral4
GS1_SS_09822_04094	NA	blue1
GS1_SS_09826_19915	NA	cornflowerblue
GS1_SS_09829_11326	NA	cornflowerblue
GS1_SS_09832_01360	NA	cornflowerblue
GS1_SS_09833_11309	NA	cornflowerblue
GS1_SS_09840_13501	NA	lavender
GS1_SS_09841_10118	NA	coral4
GS1_SS_09843_18601	NA	antiquewhite2
GS1_SS_09852_17545	NA	coral4
GS1_SS_09854_15820	NA	blue1
GS1_SS_09855_04646	NA	cornflowerblue
GS1_SS_09858_12618	NA	darkseagreen3
GS1_SS_09869_21044	NA	lightpink3
GS1_SS_09870_13521	NA	lavender
GS1_SS_09872_02104	NA	lightskyblue4
GS1_SS_09879_11056	NA	darkviolet
GS1_SS_09883_20653	NA	darkviolet
GS1_SS_09886_05399	NA	cornflowerblue
GS1_SS_09888_01128	NA	darkviolet
GS1_SS_09889_20286	NA	cornflowerblue
GS1_SS_09893_02559	NA	darkviolet
GS1_SS_09896_05277	NA	lightskyblue4
GS1_SS_09899_12895	NA	antiquewhite2
GS1_SS_09910_19780	NA	cornflowerblue
GS1_SS_09911_17612	NA	darkviolet
GS1_SS_09912_17924	NA	antiquewhite2
GS1_SS_09913_03441	NA	lavender
GS1_SS_09915_15008	NA	blue1
GS1_SS_09916_17814	NA	darkviolet
GS1_SS_09919_12653	NA	cornflowerblue
GS1_SS_09920_11106	NA	cornflowerblue
GS1_SS_09921_08220	NA	cornflowerblue
GS1_SS_09922_16543	NA	cornflowerblue
GS1_SS_09923_04400	NA	coral4
GS1_SS_09924_13449	NA	darkviolet
GS1_SS_09927_14507	NA	cornflowerblue
GS1_SS_09928_01829	NA	blue1
GS1_SS_09933_14268	NA	cornflowerblue
GS1_SS_09935_13972	NA	lavender
GS1_SS_09939_10321	NA	darkviolet
GS1_SS_09952_05212	NA	plum3
GS1_SS_09955_03683	NA	lightskyblue4
GS1_SS_09956_13737	NA	lavender
GS1_SS_09959_13220	NA	darkviolet
GS1_SS_09965_05921	NA	darkviolet
GS1_SS_09968_17228	NA	lavender
GS1_SS_09975_15313	NA	darkviolet
GS1_SS_09976_11683	NA	lightskyblue4
GS1_SS_09979_14413	NA	lightskyblue4
GS1_SS_09988_01668	NA	lightskyblue4
GS1_SS_09992_06411	NA	blue1
GS1_SS_09993_12290	NA	darkviolet
GS1_SS_09996_02174	NA	darkviolet
GS1_SS_09998_19438	NA	cornflowerblue
GS1_SS_10005_19139	NA	coral4
GS1_SS_10009_07358	NA	lightskyblue4
GS1_SS_10010_13571	NA	blue1
GS1_SS_10015_12919	NA	cornflowerblue
GS1_SS_10016_11064	NA	lavender
GS1_SS_10024_04965	NA	cornflowerblue
GS1_SS_10025_01882	NA	lavender
GS1_SS_10026_12313	NA	blue1
GS1_SS_10029_12451	NA	blue1
GS1_SS_10031_01931	NA	coral4
GS1_SS_10032_19750	NA	lavender
GS1_SS_10034_17347	NA	coral4
GS1_SS_10035_02538	NA	darkviolet
GS1_SS_10037_03447	NA	darkviolet
GS1_SS_10042_09047	NA	cornflowerblue
GS1_SS_10044_11043	NA	lavender
GS1_SS_10049_13916	NA	antiquewhite2
GS1_SS_10051_17637	NA	cornflowerblue
GS1_SS_10061_05419	NA	cornflowerblue
GS1_SS_10068_13417	NA	darkviolet
GS1_SS_10072_04559	NA	lightskyblue4
GS1_SS_10078_07251	NA	darkviolet
GS1_SS_10081_16199	NA	cornflowerblue
GS1_SS_10084_18463	NA	darkviolet
GS1_SS_10085_13859	NA	antiquewhite2
GS1_SS_10087_12010	NA	cornflowerblue
GS1_SS_10093_10376	NA	cornflowerblue
GS1_SS_10098_07390	NA	coral4
GS1_SS_10100_11457	NA	cornflowerblue
GS1_SS_10101_14439	NA	lavender
GS1_SS_10104_17322	NA	lavender
GS1_SS_10105_14869	NA	lavender
GS1_SS_10107_05264	NA	darkviolet
GS1_SS_10109_00767	NA	lavender
GS1_SS_10115_00001	NA	darkviolet
GS1_SS_10117_14675	NA	darkviolet
GS1_SS_10118_21460	NA	darkseagreen3
GS1_SS_10120_18881	NA	coral4
GS1_SS_10129_08956	NA	cornflowerblue
GS1_SS_10132_13050	NA	lavender
GS1_SS_10140_00336	NA	antiquewhite2
GS1_SS_10143_02992	NA	blue1
GS1_SS_10145_19428	NA	lavender
GS1_SS_10149_21432	NA	coral4
GS1_SS_10151_14262	NA	blue1
GS1_SS_10157_00571	NA	blue1
GS1_SS_10159_20461	NA	cornflowerblue
GS1_SS_10164_00356	NA	darkviolet
GS1_SS_10165_17075	NA	cornflowerblue
GS1_SS_10170_05389	NA	cornflowerblue
GS1_SS_10177_07037	NA	coral4
GS1_SS_10178_09761	NA	lightskyblue4
GS1_SS_10186_07079	NA	darkviolet
GS1_SS_10192_01738	NA	lavender
GS1_SS_10193_09906	NA	cornflowerblue
GS1_SS_10195_11243	NA	cornflowerblue
GS1_SS_10196_08563	NA	coral4
GS1_SS_10200_11002	NA	lightskyblue4
GS1_SS_10201_14084	NA	cornflowerblue
GS1_SS_10202_15400	NA	antiquewhite4
GS1_SS_10205_09847	NA	blue1
GS1_SS_10209_18382	NA	coral4
GS1_SS_10212_09388	NA	cornflowerblue
GS1_SS_10215_00795	NA	darkviolet
GS1_SS_10217_10739	NA	cornflowerblue
GS1_SS_10221_15525	NA	darkviolet
GS1_SS_10228_02302	NA	antiquewhite2
GS1_SS_10230_06550	NA	coral4
GS1_SS_10233_01967	NA	lightskyblue4
GS1_SS_10234_14797	NA	coral4
GS1_SS_10237_09785	NA	cornflowerblue
GS1_SS_10238_09559	NA	cornflowerblue
GS1_SS_10247_12649	NA	cornflowerblue
GS1_SS_10251_08669	NA	antiquewhite2
GS1_SS_10256_21705	NA	lavender
GS1_SS_10263_20748	NA	blue1
GS1_SS_10264_09106	NA	cornflowerblue
GS1_SS_10272_07376	NA	lightskyblue4
GS1_SS_10276_12826	NA	cornflowerblue
GS1_SS_10278_09380	NA	lavender
GS1_SS_10282_13917	NA	lavender
GS1_SS_10293_00143	NA	lavender
GS1_SS_10294_13665	NA	darkviolet
GS1_SS_10298_05410	NA	cornflowerblue
GS1_SS_10302_03019	NA	lavender
GS1_SS_10304_09827	NA	blue1
GS1_SS_10307_02774	NA	lavender
GS1_SS_10310_02868	NA	cornflowerblue
GS1_SS_10314_15528	NA	darkviolet
GS1_SS_10316_15684	NA	cornflowerblue
GS1_SS_10322_21635	NA	darkviolet
GS1_SS_10323_20285	NA	coral4
GS1_SS_10327_21253	NA	lavender
GS1_SS_10342_08054	NA	antiquewhite2
GS1_SS_10349_01648	NA	cornflowerblue
GS1_SS_10352_11709	NA	coral4
GS1_SS_10354_10294	NA	cornflowerblue
GS1_SS_10355_11967	NA	darkviolet
GS1_SS_10358_13951	NA	lightskyblue4
GS1_SS_10359_08785	NA	plum3
GS1_SS_10360_13757	NA	darkviolet
GS1_SS_10361_15076	NA	darkviolet
GS1_SS_10363_08668	NA	coral4
GS1_SS_10368_10295	NA	coral4
GS1_SS_10370_07845	NA	lavender
GS1_SS_10371_15282	NA	lavender
GS1_SS_10373_15280	NA	cornflowerblue
GS1_SS_10374_06801	NA	blue1
GS1_SS_10378_04719	NA	cornflowerblue
GS1_SS_10379_21892	NA	darkviolet
GS1_SS_10380_14287	NA	darkviolet
GS1_SS_10381_13545	NA	antiquewhite2
GS1_SS_10384_17106	NA	cornflowerblue
GS1_SS_10385_03982	NA	blue1
GS1_SS_10387_06224	NA	coral4
GS1_SS_10389_20048	NA	coral4
GS1_SS_10390_17430	NA	darkviolet
GS1_SS_10394_19407	NA	coral4
GS1_SS_10395_19663	NA	lavender
GS1_SS_10397_21315	NA	darkviolet
GS1_SS_10406_10366	NA	darkviolet
GS1_SS_10410_00948	NA	blue1
GS1_SS_10411_21615	NA	coral4
GS1_SS_10423_04264	NA	coral4
GS1_SS_10424_20078	NA	blue1
GS1_SS_10427_14056	NA	coral4
GS1_SS_10428_12424	NA	antiquewhite4
GS1_SS_10433_10146	NA	lightskyblue4
GS1_SS_10435_05099	NA	cornflowerblue
GS1_SS_10436_11125	NA	blue1
GS1_SS_10440_11861	NA	coral4
GS1_SS_10442_12700	NA	lavender
GS1_SS_10457_01927	NA	lavender
GS1_SS_10458_21104	NA	cornflowerblue
GS1_SS_10465_02223	NA	cornflowerblue
GS1_SS_10467_14699	NA	lavender
GS1_SS_10468_09222	NA	darkviolet
GS1_SS_10469_02357	NA	lavender
GS1_SS_10473_10318	NA	cornflowerblue
GS1_SS_10495_17452	NA	coral4
GS1_SS_10497_16394	NA	lavender
GS1_SS_10504_01272	NA	lightskyblue4
GS1_SS_10505_21301	NA	cornflowerblue
GS1_SS_10506_04613	NA	darkviolet
GS1_SS_10508_10581	NA	coral4
GS1_SS_10509_13429	NA	lavender
GS1_SS_10514_16646	NA	blue1
GS1_SS_10520_16010	NA	lightskyblue4
GS1_SS_10522_07745	NA	darkviolet
GS1_SS_10523_12327	NA	coral4
GS1_SS_10525_04601	NA	cornflowerblue
GS1_SS_10526_03005	NA	darkviolet
GS1_SS_10527_14245	NA	coral4
GS1_SS_10535_10149	NA	coral4
GS1_SS_10537_21758	NA	cornflowerblue
GS1_SS_10543_10626	NA	lightskyblue4
GS1_SS_10545_08139	NA	blue1
GS1_SS_10551_11645	NA	cornflowerblue
GS1_SS_10556_17060	NA	darkviolet
GS1_SS_10563_01587	NA	blue1
GS1_SS_10564_17719	NA	lightskyblue4
GS1_SS_10567_15914	NA	darkviolet
GS1_SS_10568_10114	NA	lightskyblue4
GS1_SS_10569_13140	NA	lavender
GS1_SS_10571_00811	NA	lightskyblue4
GS1_SS_10572_08819	NA	cornflowerblue
GS1_SS_10573_14865	NA	cornflowerblue
GS1_SS_10574_16194	NA	antiquewhite2
GS1_SS_10578_03791	NA	coral4
GS1_SS_10579_13912	NA	coral4
GS1_SS_10583_08301	NA	darkviolet
GS1_SS_10584_13764	NA	lavender
GS1_SS_10588_20437	NA	antiquewhite2
GS1_SS_10593_16243	NA	coral4
GS1_SS_10600_09615	NA	coral4
GS1_SS_10605_04124	NA	coral4
GS1_SS_10607_08372	NA	darkviolet
GS1_SS_10609_17608	NA	cornflowerblue
GS1_SS_10610_10806	NA	darkviolet
GS1_SS_10611_12176	NA	lavender
GS1_SS_10613_03919	NA	lavender
GS1_SS_10615_01919	NA	blue1
GS1_SS_10620_11384	NA	blue1
GS1_SS_10622_16208	NA	cornflowerblue
GS1_SS_10624_13170	NA	darkviolet
GS1_SS_10631_08096	NA	cornflowerblue
GS1_SS_10637_20898	NA	coral4
GS1_SS_10638_06979	NA	darkviolet
GS1_SS_10650_05016	NA	lavender
GS1_SS_10651_02860	NA	cornflowerblue
GS1_SS_10657_10822	NA	cornflowerblue
GS1_SS_10661_07759	NA	darkviolet
GS1_SS_10663_11999	NA	cornflowerblue
GS1_SS_10669_13914	NA	darkviolet
GS1_SS_10679_14296	NA	darkviolet
GS1_SS_10683_10646	NA	darkviolet
GS1_SS_10684_12266	NA	lightskyblue4
GS1_SS_10687_16063	NA	grey
GS1_SS_10688_05003	NA	lightskyblue4
GS1_SS_10689_17050	NA	cornflowerblue
GS1_SS_10694_11608	NA	darkviolet
GS1_SS_10696_12516	NA	plum3
GS1_SS_10699_04952	NA	lavender
GS1_SS_10701_18828	NA	blue1
GS1_SS_10703_11225	NA	darkviolet
GS1_SS_10706_08560	NA	cornflowerblue
GS1_SS_10708_12317	NA	lavender
GS1_SS_10709_07979	NA	antiquewhite2
GS1_SS_10711_04204	NA	cornflowerblue
GS1_SS_10712_00204	NA	darkviolet
GS1_SS_10713_11167	NA	darkviolet
GS1_SS_10715_12900	NA	coral4
GS1_SS_10717_12634	NA	cornflowerblue
GS1_SS_10719_18161	NA	lavender
GS1_SS_10726_12716	NA	blue1
GS1_SS_10729_08517	NA	darkviolet
GS1_SS_10731_17773	NA	cornflowerblue
GS1_SS_10737_10577	NA	darkviolet
GS1_SS_10738_13982	NA	darkviolet
GS1_SS_10740_01750	NA	lightskyblue4
GS1_SS_10743_03951	NA	blue1
GS1_SS_10747_09081	NA	darkviolet
GS1_SS_10748_16986	NA	lavender
GS1_SS_10750_10609	NA	cornflowerblue
GS1_SS_10753_08949	NA	coral4
GS1_SS_10756_00957	NA	lavender
GS1_SS_10758_13783	NA	coral4
GS1_SS_10761_09406	NA	coral4
GS1_SS_10766_14340	NA	lightskyblue4
GS1_SS_10768_19453	NA	cornflowerblue
GS1_SS_10786_08311	NA	lightskyblue4
GS1_SS_10787_07174	NA	lightskyblue4
GS1_SS_10790_12934	NA	darkseagreen3
GS1_SS_10796_07479	NA	blue1
GS1_SS_10807_02656	NA	cornflowerblue
GS1_SS_10812_04628	NA	darkseagreen3
GS1_SS_10815_00059	NA	blue1
GS1_SS_10817_07976	NA	cornflowerblue
GS1_SS_10820_07188	NA	lavender
GS1_SS_10824_20336	NA	lavender
GS1_SS_10828_09267	NA	cornflowerblue
GS1_SS_10834_20969	NA	lavender
GS1_SS_10838_14178	NA	darkviolet
GS1_SS_10840_20236	NA	darkviolet
GS1_SS_10841_15229	NA	coral4
GS1_SS_10842_04016	NA	lightskyblue4
GS1_SS_10844_17484	NA	cornflowerblue
GS1_SS_10846_15331	NA	cornflowerblue
GS1_SS_10849_04218	NA	lightskyblue4
GS1_SS_10852_20305	NA	darkviolet
GS1_SS_10853_01254	NA	coral4
GS1_SS_10857_08325	NA	coral4
GS1_SS_10860_07172	NA	cornflowerblue
GS1_SS_10862_11492	NA	darkviolet
GS1_SS_10867_06388	NA	darkviolet
GS1_SS_10875_04496	NA	lightskyblue4
GS1_SS_10876_16518	NA	coral4
GS1_SS_10877_15975	NA	lightskyblue3
GS1_SS_10878_15463	NA	cornflowerblue
GS1_SS_10879_15318	NA	coral4
GS1_SS_10882_05052	NA	darkviolet
GS1_SS_10885_08588	NA	darkviolet
GS1_SS_10887_09804	NA	cornflowerblue
GS1_SS_10896_02792	NA	darkviolet
GS1_SS_10898_13784	NA	lavender
GS1_SS_10914_08150	NA	lightskyblue4
GS1_SS_10916_08223	NA	coral4
GS1_SS_10918_03784	NA	cornflowerblue
GS1_SS_10920_08940	NA	coral4
GS1_SS_10924_11346	NA	coral4
GS1_SS_10927_17899	NA	lavender
GS1_SS_10937_00918	NA	antiquewhite2
GS1_SS_10940_21014	NA	cornflowerblue
GS1_SS_10941_12973	NA	coral4
GS1_SS_10946_00833	NA	coral4
GS1_SS_10947_01523	NA	coral4
GS1_SS_10949_11586	NA	lavender
GS1_SS_10950_03180	NA	darkviolet
GS1_SS_10951_10972	NA	blue1
GS1_SS_10955_02020	NA	cornflowerblue
GS1_SS_10960_19182	NA	coral4
GS1_SS_10961_10607	NA	cornflowerblue
GS1_SS_10963_08117	NA	coral4
GS1_SS_10965_17355	NA	coral4
GS1_SS_10966_12715	NA	blue1
GS1_SS_10969_08896	NA	blue1
GS1_SS_10973_07373	NA	lightskyblue3
GS1_SS_10980_12932	NA	lavender
GS1_SS_10981_11846	NA	coral4
GS1_SS_10983_21750	NA	cornflowerblue
GS1_SS_10986_09887	NA	blue1
GS1_SS_10990_00076	NA	blue1
GS1_SS_10991_15764	NA	blue1
GS1_SS_10993_10897	NA	lavender
GS1_SS_10994_10644	NA	lavender
GS1_SS_10995_03301	NA	lavender
GS1_SS_10996_12341	NA	blue1
GS1_SS_10999_14091	NA	coral4
GS1_SS_11005_08549	NA	darkviolet
GS1_SS_11007_15606	NA	cornflowerblue
GS1_SS_11010_17843	NA	coral4
GS1_SS_11011_21806	NA	lightskyblue4
GS1_SS_11013_07705	NA	lightskyblue4
GS1_SS_11014_04229	NA	cornflowerblue
GS1_SS_11015_09491	NA	coral4
GS1_SS_11026_13436	NA	lavender
GS1_SS_11029_08897	NA	coral4
GS1_SS_11034_14090	NA	darkviolet
GS1_SS_11035_11817	NA	darkseagreen3
GS1_SS_11036_19503	NA	lightskyblue4
GS1_SS_11037_21445	NA	lightskyblue4
GS1_SS_11038_13442	NA	cornflowerblue
GS1_SS_11045_09514	NA	cornflowerblue
GS1_SS_11046_12427	NA	darkviolet
GS1_SS_11050_16267	NA	antiquewhite2
GS1_SS_11052_11841	NA	antiquewhite2
GS1_SS_11060_08972	NA	lavender
GS1_SS_11061_16720	NA	darkviolet
GS1_SS_11065_12321	NA	antiquewhite2
GS1_SS_11066_16729	NA	cornflowerblue
GS1_SS_11067_12686	NA	lavender
GS1_SS_11075_10913	NA	darkviolet
GS1_SS_11077_07624	NA	blue1
GS1_SS_11085_14989	NA	lavender
GS1_SS_11092_11108	NA	cornflowerblue
GS1_SS_11093_12231	NA	darkviolet
GS1_SS_11094_18884	NA	coral4
GS1_SS_11095_08210	NA	darkviolet
GS1_SS_11097_20567	NA	lavender
GS1_SS_11101_17757	NA	cornflowerblue
GS1_SS_11103_18809	NA	blue1
GS1_SS_11105_12219	NA	cornflowerblue
GS1_SS_11109_11759	NA	lavender
GS1_SS_11115_16974	NA	lightskyblue4
GS1_SS_11117_09076	NA	cornflowerblue
GS1_SS_11123_09145	NA	coral4
GS1_SS_11131_14355	NA	lavender
GS1_SS_11133_16667	NA	lightskyblue4
GS1_SS_11137_00299	NA	antiquewhite2
GS1_SS_11141_04575	NA	darkviolet
GS1_SS_11146_14574	NA	lavender
GS1_SS_11150_03061	NA	lavender
GS1_SS_11152_07958	NA	coral4
GS1_SS_11153_18409	NA	lavender
GS1_SS_11157_12820	NA	lavender
GS1_SS_11159_10537	NA	lightskyblue4
GS1_SS_11162_13674	NA	darkviolet
GS1_SS_11163_06905	NA	coral4
GS1_SS_11168_17305	NA	darkviolet
GS1_SS_11171_12095	NA	lightskyblue4
GS1_SS_11184_08557	NA	darkviolet
GS1_SS_11189_13186	NA	cornflowerblue
GS1_SS_11193_01877	NA	darkviolet
GS1_SS_11194_12943	NA	darkviolet
GS1_SS_11195_13007	NA	darkviolet
GS1_SS_11198_08839	NA	cornflowerblue
GS1_SS_11203_13165	NA	darkviolet
GS1_SS_11206_09050	NA	coral4
GS1_SS_11214_00800	NA	lavender
GS1_SS_11219_09880	NA	lightskyblue4
GS1_SS_11220_05284	NA	cornflowerblue
GS1_SS_11223_15151	NA	cornflowerblue
